neighborhood,room_type,current_year_count,count_bin,price,price_range
Mission District,Shared room,6,Less than 50,60,Less than $100
Potrero Hill,Entire home/apt,3,Less than 50,149,$100-$199
Noe Valley,Entire home/apt,32,Less than 50,400,$400-$499
Nob Hill,Entire home/apt,5,Less than 50,350,$300-$399
Mission District,Private room,22,Less than 50,120,$100-$199
Mission District,Entire home/apt,2,Less than 50,3000,$1000+
Mission District,Entire home/apt,5,Less than 50,249,$200-$299
Hayes Valley,Entire home/apt,8,Less than 50,175,$100-$199
SoMa,Entire home/apt,1,Less than 50,159,$100-$199
Richmond District,Entire home/apt,7,Less than 50,135,$100-$199
Richmond District,Entire home/apt,15,Less than 50,175,$100-$199
Mission District,Private room,11,Less than 50,95,Less than $100
The Castro,Private room,2,Less than 50,110,$100-$199
Mission District,Entire home/apt,12,Less than 50,150,$100-$199
The Castro,Private room,2,Less than 50,89,Less than $100
Western Addition/NOPA,Private room,4,Less than 50,140,$100-$199
Bernal Heights,Entire home/apt,12,Less than 50,245,$200-$299
The Castro,Private room,1,Less than 50,250,$200-$299
Pacific Heights,Entire home/apt,2,Less than 50,115,$100-$199
Mission District,Entire home/apt,1,Less than 50,499,$400-$499
Outer Sunset,Entire home/apt,17,Less than 50,248,$200-$299
Western Addition/NOPA,Entire home/apt,5,Less than 50,120,$100-$199
Nob Hill,Private room,6,Less than 50,155,$100-$199
Nob Hill,Private room,1,Less than 50,71,Less than $100
Outer Sunset,Private room,2,Less than 50,200,$200-$299
Pacific Heights,Entire home/apt,3,Less than 50,170,$100-$199
SoMa,Entire home/apt,3,Less than 50,310,$300-$399
Haight-Ashbury,Entire home/apt,1,Less than 50,150,$100-$199
Downtown,Entire home/apt,20,Less than 50,135,$100-$199
Haight-Ashbury,Private room,1,Less than 50,90,Less than $100
Mission District,Shared room,23,Less than 50,55,Less than $100
Mission District,Shared room,30,Less than 50,55,Less than $100
Mission District,Shared room,14,Less than 50,55,Less than $100
Mission District,Shared room,21,Less than 50,55,Less than $100
Western Addition/NOPA,Private room,1,Less than 50,90,Less than $100
Richmond District,Entire home/apt,29,Less than 50,125,$100-$199
The Castro,Private room,4,Less than 50,75,Less than $100
Downtown,Entire home/apt,5,Less than 50,150,$100-$199
SoMa,Entire home/apt,5,Less than 50,225,$200-$299
Mission District,Entire home/apt,1,Less than 50,175,$100-$199
Richmond District,Private room,2,Less than 50,70,Less than $100
Haight-Ashbury,Entire home/apt,6,Less than 50,150,$100-$199
SoMa,Private room,5,Less than 50,130,$100-$199
Mission District,Private room,5,Less than 50,128,$100-$199
Nob Hill,Private room,5,Less than 50,100,$100-$199
Mission District,Entire home/apt,5,Less than 50,545,$500-$999
Western Addition/NOPA,Entire home/apt,2,Less than 50,450,$400-$499
Richmond District,Private room,22,Less than 50,105,$100-$199
Downtown,Private room,4,Less than 50,229,$200-$299
Mission District,Entire home/apt,16,Less than 50,170,$100-$199
Richmond District,Private room,2,Less than 50,85,Less than $100
Mission District,Private room,3,Less than 50,125,$100-$199
Mission District,Shared room,1,Less than 50,60,Less than $100
Mission District,Private room,2,Less than 50,75,Less than $100
Inner Sunset,Entire home/apt,6,Less than 50,150,$100-$199
Haight-Ashbury,Entire home/apt,61,51-100,207,$200-$299
Bernal Heights,Entire home/apt,2,Less than 50,120,$100-$199
Western Addition/NOPA,Private room,12,Less than 50,120,$100-$199
Richmond District,Private room,2,Less than 50,100,$100-$199
Outer Sunset,Entire home/apt,28,Less than 50,131,$100-$199
SoMa,Private room,1,Less than 50,105,$100-$199
Pacific Heights,Entire home/apt,4,Less than 50,1200,$1000+
Mission District,Private room,20,Less than 50,100,$100-$199
Noe Valley,Private room,11,Less than 50,95,Less than $100
Mission District,Private room,2,Less than 50,100,$100-$199
Potrero Hill,Private room,1,Less than 50,119,$100-$199
Hayes Valley,Entire home/apt,7,Less than 50,171,$100-$199
The Castro,Private room,1,Less than 50,250,$200-$299
Mission District,Entire home/apt,23,Less than 50,119,$100-$199
Mission District,Entire home/apt,5,Less than 50,170,$100-$199
Western Addition/NOPA,Private room,11,Less than 50,98,Less than $100
Nob Hill,Private room,21,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,14,Less than 50,129,$100-$199
Mission District,Entire home/apt,25,Less than 50,156,$100-$199
Mission District,Private room,31,Less than 50,106,$100-$199
Pacific Heights,Private room,1,Less than 50,75,Less than $100
SoMa,Entire home/apt,5,Less than 50,225,$200-$299
Haight-Ashbury,Private room,17,Less than 50,89,Less than $100
Richmond District,Private room,18,Less than 50,135,$100-$199
Potrero Hill,Entire home/apt,16,Less than 50,200,$200-$299
SoMa,Entire home/apt,29,Less than 50,295,$200-$299
Mission District,Entire home/apt,3,Less than 50,165,$100-$199
Haight-Ashbury,Private room,11,Less than 50,185,$100-$199
Nob Hill,Private room,17,Less than 50,160,$100-$199
Hayes Valley,Private room,10,Less than 50,145,$100-$199
Potrero Hill,Entire home/apt,1,Less than 50,249,$200-$299
Noe Valley,Entire home/apt,25,Less than 50,250,$200-$299
The Castro,Private room,3,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,150,$100-$199
The Castro,Entire home/apt,10,Less than 50,160,$100-$199
Mission District,Shared room,1,Less than 50,50,Less than $100
Mission District,Entire home/apt,6,Less than 50,145,$100-$199
Downtown,Entire home/apt,22,Less than 50,159,$100-$199
Nob Hill,Entire home/apt,2,Less than 50,300,$300-$399
Pacific Heights,Private room,11,Less than 50,165,$100-$199
Pacific Heights,Entire home/apt,7,Less than 50,375,$300-$399
Western Addition/NOPA,Entire home/apt,2,Less than 50,239,$200-$299
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Downtown,Entire home/apt,2,Less than 50,180,$100-$199
The Castro,Private room,35,Less than 50,99,Less than $100
Noe Valley,Entire home/apt,2,Less than 50,175,$100-$199
Richmond District,Entire home/apt,11,Less than 50,188,$100-$199
Hayes Valley,Private room,1,Less than 50,160,$100-$199
Mission District,Entire home/apt,2,Less than 50,225,$200-$299
Nob Hill,Private room,19,Less than 50,150,$100-$199
Western Addition/NOPA,Entire home/apt,12,Less than 50,299,$200-$299
Richmond District,Private room,31,Less than 50,135,$100-$199
Richmond District,Private room,21,Less than 50,45,Less than $100
Richmond District,Private room,19,Less than 50,115,$100-$199
Mission District,Private room,1,Less than 50,45,Less than $100
Marina,Entire home/apt,2,Less than 50,400,$400-$499
The Castro,Entire home/apt,8,Less than 50,120,$100-$199
Mission District,Entire home/apt,1,Less than 50,300,$300-$399
Haight-Ashbury,Private room,72,51-100,99,Less than $100
Western Addition/NOPA,Shared room,34,Less than 50,55,Less than $100
Inner Sunset,Entire home/apt,6,Less than 50,149,$100-$199
Hayes Valley,Entire home/apt,2,Less than 50,450,$400-$499
SoMa,Private room,9,Less than 50,75,Less than $100
Pacific Heights,Entire home/apt,3,Less than 50,250,$200-$299
Western Addition/NOPA,Shared room,20,Less than 50,55,Less than $100
Noe Valley,Private room,27,Less than 50,78,Less than $100
Richmond District,Entire home/apt,30,Less than 50,220,$200-$299
Western Addition/NOPA,Shared room,30,Less than 50,55,Less than $100
Noe Valley,Entire home/apt,18,Less than 50,107,$100-$199
Outer Sunset,Entire home/apt,6,Less than 50,104,$100-$199
Nob Hill,Entire home/apt,2,Less than 50,147,$100-$199
Noe Valley,Private room,13,Less than 50,95,Less than $100
Haight-Ashbury,Entire home/apt,6,Less than 50,222,$200-$299
Western Addition/NOPA,Shared room,29,Less than 50,55,Less than $100
Western Addition/NOPA,Shared room,27,Less than 50,55,Less than $100
Western Addition/NOPA,Shared room,34,Less than 50,55,Less than $100
Western Addition/NOPA,Shared room,24,Less than 50,55,Less than $100
Western Addition/NOPA,Shared room,22,Less than 50,55,Less than $100
Western Addition/NOPA,Shared room,12,Less than 50,55,Less than $100
Western Addition/NOPA,Shared room,20,Less than 50,55,Less than $100
Mission District,Private room,8,Less than 50,195,$100-$199
Outer Sunset,Entire home/apt,14,Less than 50,163,$100-$199
Pacific Heights,Entire home/apt,1,Less than 50,170,$100-$199
Haight-Ashbury,Private room,31,Less than 50,134,$100-$199
SoMa,Shared room,8,Less than 50,59,Less than $100
Mission District,Entire home/apt,4,Less than 50,375,$300-$399
Mission District,Shared room,2,Less than 50,65,Less than $100
Pacific Heights,Entire home/apt,1,Less than 50,225,$200-$299
Richmond District,Private room,34,Less than 50,40,Less than $100
Marina,Entire home/apt,1,Less than 50,1275,$1000+
Noe Valley,Entire home/apt,3,Less than 50,750,$500-$999
SoMa,Entire home/apt,3,Less than 50,499,$400-$499
Richmond District,Private room,21,Less than 50,50,Less than $100
Inner Sunset,Entire home/apt,4,Less than 50,109,$100-$199
Potrero Hill,Private room,4,Less than 50,83,Less than $100
Richmond District,Private room,5,Less than 50,100,$100-$199
Haight-Ashbury,Entire home/apt,4,Less than 50,175,$100-$199
Western Addition/NOPA,Private room,3,Less than 50,140,$100-$199
Western Addition/NOPA,Private room,1,Less than 50,120,$100-$199
Mission District,Entire home/apt,7,Less than 50,300,$300-$399
Western Addition/NOPA,Entire home/apt,5,Less than 50,350,$300-$399
Mission District,Private room,18,Less than 50,95,Less than $100
Mission District,Private room,25,Less than 50,103,$100-$199
Mission District,Shared room,1,Less than 50,65,Less than $100
SoMa,Private room,3,Less than 50,159,$100-$199
Outer Sunset,Entire home/apt,5,Less than 50,225,$200-$299
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Potrero Hill,Entire home/apt,2,Less than 50,450,$400-$499
The Castro,Entire home/apt,10,Less than 50,300,$300-$399
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Bernal Heights,Private room,3,Less than 50,100,$100-$199
Western Addition/NOPA,Entire home/apt,9,Less than 50,229,$200-$299
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Pacific Heights,Entire home/apt,7,Less than 50,258,$200-$299
Outer Sunset,Private room,2,Less than 50,73,Less than $100
Haight-Ashbury,Private room,18,Less than 50,80,Less than $100
Bernal Heights,Entire home/apt,15,Less than 50,225,$200-$299
Bernal Heights,Private room,42,Less than 50,75,Less than $100
Mission District,Private room,31,Less than 50,95,Less than $100
Mission District,Private room,14,Less than 50,110,$100-$199
Noe Valley,Private room,4,Less than 50,90,Less than $100
Potrero Hill,Entire home/apt,9,Less than 50,175,$100-$199
Noe Valley,Entire home/apt,1,Less than 50,750,$500-$999
Outer Sunset,Private room,25,Less than 50,60,Less than $100
Mission District,Entire home/apt,1,Less than 50,199,$100-$199
SoMa,Private room,2,Less than 50,135,$100-$199
Western Addition/NOPA,Entire home/apt,14,Less than 50,235,$200-$299
Downtown,Entire home/apt,26,Less than 50,155,$100-$199
Mission District,Private room,3,Less than 50,75,Less than $100
SoMa,Entire home/apt,7,Less than 50,230,$200-$299
Mission District,Entire home/apt,5,Less than 50,245,$200-$299
SoMa,Entire home/apt,1,Less than 50,178,$100-$199
Richmond District,Private room,1,Less than 50,200,$200-$299
Outer Sunset,Private room,3,Less than 50,95,Less than $100
Outer Sunset,Private room,4,Less than 50,89,Less than $100
Haight-Ashbury,Entire home/apt,9,Less than 50,169,$100-$199
Richmond District,Private room,24,Less than 50,125,$100-$199
Pacific Heights,Private room,1,Less than 50,265,$200-$299
SoMa,Private room,6,Less than 50,85,Less than $100
Bernal Heights,Entire home/apt,25,Less than 50,276,$200-$299
Nob Hill,Private room,10,Less than 50,79,Less than $100
Bernal Heights,Private room,2,Less than 50,625,$500-$999
SoMa,Private room,6,Less than 50,80,Less than $100
Hayes Valley,Private room,2,Less than 50,85,Less than $100
Downtown,Entire home/apt,3,Less than 50,155,$100-$199
Mission District,Entire home/apt,2,Less than 50,178,$100-$199
Hayes Valley,Private room,1,Less than 50,125,$100-$199
The Castro,Entire home/apt,2,Less than 50,1499,$1000+
Hayes Valley,Entire home/apt,2,Less than 50,178,$100-$199
Richmond District,Entire home/apt,14,Less than 50,250,$200-$299
SoMa,Entire home/apt,3,Less than 50,195,$100-$199
Potrero Hill,Entire home/apt,20,Less than 50,175,$100-$199
Outer Sunset,Private room,11,Less than 50,105,$100-$199
Outer Sunset,Entire home/apt,18,Less than 50,191,$100-$199
Richmond District,Entire home/apt,34,Less than 50,130,$100-$199
Nob Hill,Private room,1,Less than 50,77,Less than $100
Western Addition/NOPA,Private room,4,Less than 50,65,Less than $100
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Richmond District,Entire home/apt,30,Less than 50,119,$100-$199
Pacific Heights,Entire home/apt,7,Less than 50,101,$100-$199
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Mission District,Private room,1,Less than 50,95,Less than $100
Potrero Hill,Private room,1,Less than 50,68,Less than $100
Mission District,Private room,6,Less than 50,85,Less than $100
Outer Sunset,Shared room,1,Less than 50,35,Less than $100
Western Addition/NOPA,Entire home/apt,39,Less than 50,195,$100-$199
Pacific Heights,Entire home/apt,17,Less than 50,290,$200-$299
Richmond District,Entire home/apt,33,Less than 50,135,$100-$199
Mission District,Entire home/apt,1,Less than 50,525,$500-$999
Mission District,Private room,3,Less than 50,65,Less than $100
SoMa,Entire home/apt,1,Less than 50,150,$100-$199
Mission District,Private room,1,Less than 50,95,Less than $100
Mission District,Entire home/apt,17,Less than 50,250,$200-$299
Outer Sunset,Entire home/apt,15,Less than 50,230,$200-$299
Haight-Ashbury,Private room,37,Less than 50,140,$100-$199
SoMa,Entire home/apt,8,Less than 50,500,$500-$999
SoMa,Shared room,9,Less than 50,59,Less than $100
Inner Sunset,Shared room,1,Less than 50,37,Less than $100
Pacific Heights,Entire home/apt,1,Less than 50,80,Less than $100
Mission District,Private room,14,Less than 50,80,Less than $100
Bernal Heights,Private room,10,Less than 50,109,$100-$199
Hayes Valley,Entire home/apt,2,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,354,$300-$399
Downtown,Entire home/apt,4,Less than 50,249,$200-$299
Mission District,Shared room,3,Less than 50,59,Less than $100
The Castro,Entire home/apt,8,Less than 50,140,$100-$199
Mission District,Private room,17,Less than 50,120,$100-$199
Inner Sunset,Private room,1,Less than 50,85,Less than $100
Pacific Heights,Private room,5,Less than 50,125,$100-$199
Mission District,Entire home/apt,7,Less than 50,112,$100-$199
Noe Valley,Private room,33,Less than 50,75,Less than $100
Richmond District,Entire home/apt,6,Less than 50,400,$400-$499
Downtown,Private room,1,Less than 50,700,$500-$999
Potrero Hill,Entire home/apt,1,Less than 50,225,$200-$299
Outer Sunset,Entire home/apt,7,Less than 50,137,$100-$199
The Castro,Entire home/apt,7,Less than 50,148,$100-$199
Nob Hill,Entire home/apt,1,Less than 50,185,$100-$199
Nob Hill,Entire home/apt,1,Less than 50,375,$300-$399
Nob Hill,Entire home/apt,1,Less than 50,375,$300-$399
SoMa,Private room,6,Less than 50,85,Less than $100
Mission District,Entire home/apt,1,Less than 50,100,$100-$199
Mission District,Entire home/apt,32,Less than 50,128,$100-$199
Mission District,Entire home/apt,1,Less than 50,250,$200-$299
Noe Valley,Private room,1,Less than 50,105,$100-$199
Potrero Hill,Entire home/apt,1,Less than 50,500,$500-$999
Noe Valley,Private room,3,Less than 50,95,Less than $100
Noe Valley,Private room,7,Less than 50,140,$100-$199
Mission District,Private room,4,Less than 50,65,Less than $100
SoMa,Entire home/apt,4,Less than 50,250,$200-$299
Hayes Valley,Entire home/apt,3,Less than 50,750,$500-$999
Western Addition/NOPA,Entire home/apt,10,Less than 50,180,$100-$199
Mission District,Private room,3,Less than 50,77,Less than $100
Western Addition/NOPA,Entire home/apt,1,Less than 50,240,$200-$299
Western Addition/NOPA,Entire home/apt,25,Less than 50,175,$100-$199
Western Addition/NOPA,Entire home/apt,2,Less than 50,130,$100-$199
Mission District,Entire home/apt,10,Less than 50,128,$100-$199
Western Addition/NOPA,Entire home/apt,14,Less than 50,194,$100-$199
Nob Hill,Private room,1,Less than 50,140,$100-$199
Pacific Heights,Entire home/apt,22,Less than 50,175,$100-$199
SoMa,Entire home/apt,3,Less than 50,125,$100-$199
Outer Sunset,Private room,8,Less than 50,80,Less than $100
Mission District,Entire home/apt,4,Less than 50,275,$200-$299
Richmond District,Entire home/apt,14,Less than 50,500,$500-$999
Western Addition/NOPA,Private room,3,Less than 50,88,Less than $100
Richmond District,Private room,3,Less than 50,110,$100-$199
Bernal Heights,Private room,4,Less than 50,95,Less than $100
Nob Hill,Entire home/apt,2,Less than 50,185,$100-$199
Mission District,Private room,3,Less than 50,150,$100-$199
SoMa,Entire home/apt,2,Less than 50,250,$200-$299
Downtown,Entire home/apt,4,Less than 50,120,$100-$199
Marina,Entire home/apt,3,Less than 50,120,$100-$199
Mission District,Private room,17,Less than 50,99,Less than $100
Western Addition/NOPA,Private room,5,Less than 50,150,$100-$199
The Castro,Entire home/apt,2,Less than 50,150,$100-$199
Hayes Valley,Private room,1,Less than 50,75,Less than $100
SoMa,Private room,10,Less than 50,99,Less than $100
Pacific Heights,Private room,1,Less than 50,119,$100-$199
Haight-Ashbury,Entire home/apt,2,Less than 50,225,$200-$299
The Castro,Private room,7,Less than 50,70,Less than $100
Mission District,Entire home/apt,5,Less than 50,107,$100-$199
Pacific Heights,Private room,15,Less than 50,85,Less than $100
Outer Sunset,Private room,23,Less than 50,57,Less than $100
Downtown,Entire home/apt,1,Less than 50,115,$100-$199
Noe Valley,Private room,1,Less than 50,100,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,135,$100-$199
Noe Valley,Entire home/apt,8,Less than 50,148,$100-$199
Outer Sunset,Entire home/apt,7,Less than 50,185,$100-$199
SoMa,Private room,2,Less than 50,100,$100-$199
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Mission District,Shared room,4,Less than 50,55,Less than $100
The Castro,Entire home/apt,1,Less than 50,139,$100-$199
Hayes Valley,Private room,10,Less than 50,125,$100-$199
SoMa,Entire home/apt,27,Less than 50,499,$400-$499
Pacific Heights,Private room,1,Less than 50,75,Less than $100
The Castro,Entire home/apt,1,Less than 50,279,$200-$299
SoMa,Shared room,5,Less than 50,75,Less than $100
Western Addition/NOPA,Entire home/apt,8,Less than 50,150,$100-$199
Mission District,Private room,2,Less than 50,65,Less than $100
Outer Sunset,Entire home/apt,3,Less than 50,249,$200-$299
SoMa,Private room,19,Less than 50,225,$200-$299
Noe Valley,Entire home/apt,12,Less than 50,225,$200-$299
SoMa,Private room,4,Less than 50,130,$100-$199
Downtown,Entire home/apt,1,Less than 50,149,$100-$199
The Castro,Private room,16,Less than 50,89,Less than $100
Inner Sunset,Entire home/apt,14,Less than 50,225,$200-$299
Downtown,Entire home/apt,1,Less than 50,175,$100-$199
Pacific Heights,Entire home/apt,11,Less than 50,229,$200-$299
Nob Hill,Entire home/apt,3,Less than 50,115,$100-$199
The Castro,Entire home/apt,11,Less than 50,319,$300-$399
SoMa,Private room,25,Less than 50,130,$100-$199
Nob Hill,Entire home/apt,10,Less than 50,150,$100-$199
Western Addition/NOPA,Private room,1,Less than 50,78,Less than $100
SoMa,Private room,14,Less than 50,120,$100-$199
SoMa,Private room,1,Less than 50,179,$100-$199
SoMa,Private room,1,Less than 50,159,$100-$199
Mission District,Private room,5,Less than 50,75,Less than $100
Mission District,Entire home/apt,1,Less than 50,159,$100-$199
Noe Valley,Entire home/apt,31,Less than 50,125,$100-$199
Pacific Heights,Entire home/apt,1,Less than 50,300,$300-$399
The Castro,Private room,4,Less than 50,79,Less than $100
The Castro,Entire home/apt,6,Less than 50,125,$100-$199
Mission District,Private room,1,Less than 50,70,Less than $100
Potrero Hill,Entire home/apt,8,Less than 50,159,$100-$199
Mission District,Private room,24,Less than 50,59,Less than $100
Haight-Ashbury,Entire home/apt,5,Less than 50,154,$100-$199
Western Addition/NOPA,Entire home/apt,17,Less than 50,350,$300-$399
Richmond District,Entire home/apt,7,Less than 50,195,$100-$199
SoMa,Private room,1,Less than 50,85,Less than $100
SoMa,Private room,1,Less than 50,99,Less than $100
SoMa,Private room,3,Less than 50,100,$100-$199
Mission District,Private room,4,Less than 50,90,Less than $100
Outer Sunset,Entire home/apt,12,Less than 50,130,$100-$199
SoMa,Entire home/apt,23,Less than 50,199,$100-$199
Noe Valley,Entire home/apt,9,Less than 50,105,$100-$199
Outer Sunset,Entire home/apt,6,Less than 50,235,$200-$299
Richmond District,Entire home/apt,10,Less than 50,210,$200-$299
Outer Sunset,Entire home/apt,14,Less than 50,165,$100-$199
Bernal Heights,Entire home/apt,3,Less than 50,115,$100-$199
Mission District,Entire home/apt,1,Less than 50,250,$200-$299
Mission District,Entire home/apt,5,Less than 50,250,$200-$299
SoMa,Entire home/apt,4,Less than 50,125,$100-$199
Pacific Heights,Private room,2,Less than 50,185,$100-$199
Nob Hill,Entire home/apt,6,Less than 50,265,$200-$299
Nob Hill,Entire home/apt,3,Less than 50,140,$100-$199
Noe Valley,Private room,1,Less than 50,170,$100-$199
Potrero Hill,Entire home/apt,1,Less than 50,595,$500-$999
Mission District,Entire home/apt,6,Less than 50,250,$200-$299
Downtown,Entire home/apt,1,Less than 50,449,$400-$499
Western Addition/NOPA,Private room,2,Less than 50,80,Less than $100
Noe Valley,Entire home/apt,18,Less than 50,140,$100-$199
The Castro,Entire home/apt,4,Less than 50,205,$200-$299
The Castro,Entire home/apt,4,Less than 50,200,$200-$299
Nob Hill,Private room,4,Less than 50,60,Less than $100
Western Addition/NOPA,Entire home/apt,6,Less than 50,195,$100-$199
Noe Valley,Private room,2,Less than 50,95,Less than $100
SoMa,Entire home/apt,21,Less than 50,260,$200-$299
Mission District,Private room,3,Less than 50,100,$100-$199
Nob Hill,Entire home/apt,12,Less than 50,180,$100-$199
Western Addition/NOPA,Private room,8,Less than 50,104,$100-$199
Downtown,Entire home/apt,3,Less than 50,79,Less than $100
Potrero Hill,Entire home/apt,21,Less than 50,150,$100-$199
SoMa,Entire home/apt,18,Less than 50,250,$200-$299
SoMa,Private room,1,Less than 50,200,$200-$299
Mission District,Private room,30,Less than 50,120,$100-$199
Mission District,Private room,4,Less than 50,99,Less than $100
Mission District,Entire home/apt,5,Less than 50,145,$100-$199
The Castro,Entire home/apt,1,Less than 50,150,$100-$199
Marina,Private room,5,Less than 50,129,$100-$199
Richmond District,Entire home/apt,7,Less than 50,150,$100-$199
Bernal Heights,Private room,3,Less than 50,125,$100-$199
Mission District,Entire home/apt,2,Less than 50,169,$100-$199
Richmond District,Entire home/apt,2,Less than 50,85,Less than $100
Mission District,Entire home/apt,2,Less than 50,309,$300-$399
Inner Sunset,Private room,5,Less than 50,85,Less than $100
SoMa,Private room,18,Less than 50,195,$100-$199
Pacific Heights,Entire home/apt,2,Less than 50,220,$200-$299
Noe Valley,Entire home/apt,2,Less than 50,340,$300-$399
Hayes Valley,Entire home/apt,13,Less than 50,300,$300-$399
Inner Sunset,Entire home/apt,1,Less than 50,400,$400-$499
Richmond District,Entire home/apt,4,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,12,Less than 50,225,$200-$299
The Castro,Entire home/apt,8,Less than 50,525,$500-$999
Bernal Heights,Private room,4,Less than 50,130,$100-$199
Hayes Valley,Private room,12,Less than 50,50,Less than $100
Outer Sunset,Entire home/apt,3,Less than 50,109,$100-$199
Pacific Heights,Entire home/apt,1,Less than 50,200,$200-$299
Mission District,Entire home/apt,23,Less than 50,149,$100-$199
The Castro,Private room,1,Less than 50,99,Less than $100
Hayes Valley,Private room,2,Less than 50,60,Less than $100
Noe Valley,Private room,18,Less than 50,326,$300-$399
Bernal Heights,Entire home/apt,1,Less than 50,400,$400-$499
Outer Sunset,Shared room,2,Less than 50,39,Less than $100
Hayes Valley,Private room,19,Less than 50,134,$100-$199
Inner Sunset,Entire home/apt,21,Less than 50,140,$100-$199
Marina,Private room,17,Less than 50,179,$100-$199
SoMa,Entire home/apt,33,Less than 50,120,$100-$199
SoMa,Entire home/apt,9,Less than 50,154,$100-$199
Nob Hill,Private room,2,Less than 50,84,Less than $100
Marina,Entire home/apt,1,Less than 50,150,$100-$199
Western Addition/NOPA,Entire home/apt,3,Less than 50,275,$200-$299
Western Addition/NOPA,Entire home/apt,9,Less than 50,250,$200-$299
SoMa,Private room,2,Less than 50,150,$100-$199
Nob Hill,Entire home/apt,2,Less than 50,199,$100-$199
Downtown,Private room,8,Less than 50,125,$100-$199
Mission District,Entire home/apt,6,Less than 50,325,$300-$399
Pacific Heights,Entire home/apt,3,Less than 50,99,Less than $100
Pacific Heights,Private room,2,Less than 50,100,$100-$199
Pacific Heights,Entire home/apt,2,Less than 50,100,$100-$199
The Castro,Private room,2,Less than 50,120,$100-$199
Hayes Valley,Entire home/apt,5,Less than 50,150,$100-$199
Downtown,Private room,11,Less than 50,125,$100-$199
Bernal Heights,Private room,13,Less than 50,79,Less than $100
Pacific Heights,Private room,2,Less than 50,75,Less than $100
Nob Hill,Entire home/apt,23,Less than 50,120,$100-$199
The Castro,Entire home/apt,38,Less than 50,220,$200-$299
Richmond District,Entire home/apt,1,Less than 50,250,$200-$299
Haight-Ashbury,Private room,1,Less than 50,77,Less than $100
SoMa,Entire home/apt,1,Less than 50,200,$200-$299
SoMa,Entire home/apt,1,Less than 50,399,$300-$399
Pacific Heights,Entire home/apt,2,Less than 50,260,$200-$299
Bernal Heights,Private room,18,Less than 50,80,Less than $100
Nob Hill,Entire home/apt,5,Less than 50,225,$200-$299
Mission District,Private room,1,Less than 50,65,Less than $100
Western Addition/NOPA,Entire home/apt,3,Less than 50,215,$200-$299
The Castro,Entire home/apt,8,Less than 50,400,$400-$499
Potrero Hill,Entire home/apt,2,Less than 50,200,$200-$299
Outer Sunset,Entire home/apt,11,Less than 50,145,$100-$199
Mission District,Entire home/apt,9,Less than 50,175,$100-$199
The Castro,Entire home/apt,2,Less than 50,129,$100-$199
Mission District,Private room,10,Less than 50,125,$100-$199
Western Addition/NOPA,Entire home/apt,1,Less than 50,199,$100-$199
SoMa,Private room,11,Less than 50,125,$100-$199
Outer Sunset,Private room,14,Less than 50,95,Less than $100
Downtown,Entire home/apt,5,Less than 50,200,$200-$299
Western Addition/NOPA,Entire home/apt,1,Less than 50,200,$200-$299
The Castro,Private room,1,Less than 50,135,$100-$199
Western Addition/NOPA,Entire home/apt,3,Less than 50,599,$500-$999
Outer Sunset,Entire home/apt,8,Less than 50,235,$200-$299
Richmond District,Private room,12,Less than 50,115,$100-$199
Mission District,Private room,11,Less than 50,125,$100-$199
Nob Hill,Entire home/apt,3,Less than 50,275,$200-$299
Downtown,Entire home/apt,1,Less than 50,600,$500-$999
Noe Valley,Private room,5,Less than 50,100,$100-$199
SoMa,Entire home/apt,5,Less than 50,175,$100-$199
Outer Sunset,Private room,9,Less than 50,65,Less than $100
The Castro,Entire home/apt,1,Less than 50,190,$100-$199
Downtown,Entire home/apt,1,Less than 50,300,$300-$399
Outer Sunset,Entire home/apt,8,Less than 50,119,$100-$199
Western Addition/NOPA,Entire home/apt,5,Less than 50,169,$100-$199
Outer Sunset,Private room,3,Less than 50,50,Less than $100
Noe Valley,Entire home/apt,14,Less than 50,175,$100-$199
Mission District,Private room,28,Less than 50,120,$100-$199
Outer Sunset,Private room,1,Less than 50,99,Less than $100
Downtown,Entire home/apt,3,Less than 50,150,$100-$199
Hayes Valley,Private room,6,Less than 50,100,$100-$199
SoMa,Entire home/apt,2,Less than 50,175,$100-$199
Hayes Valley,Entire home/apt,6,Less than 50,275,$200-$299
Haight-Ashbury,Entire home/apt,5,Less than 50,395,$300-$399
Western Addition/NOPA,Entire home/apt,1,Less than 50,190,$100-$199
Downtown,Entire home/apt,1,Less than 50,195,$100-$199
SoMa,Entire home/apt,4,Less than 50,295,$200-$299
Mission District,Entire home/apt,12,Less than 50,210,$200-$299
Mission District,Entire home/apt,3,Less than 50,450,$400-$499
SoMa,Entire home/apt,13,Less than 50,275,$200-$299
